text,emotion
This the statistics homework is so frustrating that I want to restart! (10),Frustrated
I finally understood the coding assignment and I feel ready to proceed. (912),Confident
I really am keen to find out how the statistics homework behaves under different conditions. (711),Curious
The approach for the debugging session now makes sense and I feel ready. (392),Confident
Nothing works in the exam preparation and I feel exhausted by the errors. (842),Frustrated
I feel confident because the programming challenge. (512),Confident
I really solved the the statistics homework and I am comfortable explaining it! (571),Confident
I have mastered the project deadline and I can apply it with ease. (477),Confident
I handled the the statistics homework successfully and I feel assured! (757),Confident
I solved the the research paper review and I am comfortable explaining it. (1187),Confident
The lesson on the statistics homework is so repetitive that I lose focus! (472),Bored
The deadline for the presentation slides is causing me a lot of stress! (436),Frustrated
I feel confident because the programming challenge! (1174),Confident
the machine learning model feels sleepy and I cannot stay engaged. (308),Bored
This the research paper review is so frustrating that I want to restart. (758),Frustrated
Nothing works in the debugging session and I feel exhausted by the errors. (719),Frustrated
The the machine learning model is monotonous and I keep zoning out! (505),Bored
I am fed up with the lecture on recursion because the deadline is approaching quickly. (198),Frustrated
The idea behind the self study module intrigues me and I want to study it. (215),Curious
The lesson on the self study module is so repetitive that I lose focus. (1100),Bored
I do not understand the debugging session and I feel stuck. (317),Confused
I handled the the group assignment successfully and I feel assured! (1057),Confident
I am comfortable with the self study module because the assignment is challenging but manageable! (262),Confident
I am curious about the statistics homework because the assignment is challenging but manageable. (650),Curious
The idea behind the debugging session intrigues me and I want to study it. (504),Curious
I really am curious about the project deadline because I need more examples before I can proceed. (956),Curious
The solution for the machine learning model is clear now and I feel prepared! (778),Confident
I am perplexed by the online lab exercise because the problem is more interesting than the lecture. (618),Confused
I feel bored because the self study module. (893),Bored
I really feel confident because the algorithm explanation. (651),Confident
I find the research paper review dull and unmotivating because the deadline is approaching quickly. (185),Bored
I am keen to find out how the exam preparation behaves under different conditions. (539),Curious
I would like to explore the machine learning model because it seems promising! (745),Curious
I am fascinated by the data science project and I want to understand the reasoning! (1117),Curious
The idea behind the data science project intrigues me and I want to study it. (603),Curious
The the engineering design task is stressing me out and I feel stuck. (765),Frustrated
The approach for the online lab exercise now makes sense and I feel ready! (1093),Confident
I do not understand the debugging session and I feel stuck. (969),Confused
I really do not understand the engineering design task and I feel stuck! (121),Confused
I really feel puzzled by the project deadline and I cannot separate the steps! (691),Confused
I am irritated by the online lab exercise and I cannot make progress! (853),Frustrated
This the self study module is so boring that I cannot stay focused! (694),Bored
The deadline for the group assignment is causing me a lot of stress. (678),Frustrated
The the project deadline is monotonous and I really keep zoning out. (191),Bored
I really am comfortable with the presentation slides because the reasoning finally clicked. (371),Confident
The explanation for this mathematics proof is mixed up and I cannot follow it. (8),Confused
I handled the the exam preparation successfully and I feel assured. (332),Confident
I am interested in understanding the online lab exercise in more depth! (853),Curious
The concept of the exam review notes seems unclear to me in this problem! (385),Confused
The concept of the quiz preparation seems unclear to me in this problem. (624),Confused
I really am irritated by the lecture on recursion and I cannot make progress! (736),Frustrated
I handled the the online lab exercise successfully and I feel assured. (677),Confident
I am lost in the physics problem set because the instructions are vague! (904),Confused
I am sure about the algorithm explanation because the logic is hard to connect to the examples. (329),Confident
I am uninterested in the programming challenge because it feels repetitive and dull. (347),Bored
I really handled the the group assignment successfully and I feel assured. (1181),Confident
This the online lab exercise is unclear and I am not sure how to proceed. (662),Confused
I really am unsure how to use the project deadline correctly in this assignment. (506),Confused
I feel confident because the online lab exercise. (84),Confident
I am perplexed by the statistics homework because the error keeps appearing even after retries. (794),Confused
I am irritated by the quiz preparation and I cannot make progress. (375),Frustrated
I handled the the lecture on recursion successfully and I feel assured! (1189),Confident
This the programming challenge is unclear and I am not sure how to proceed. (797),Confused
This the exam review notes is too slow paced and I keep daydreaming. (335),Bored
The idea behind the statistics homework intrigues me and I want to study it. (185),Curious
This the programming challenge is too slow paced and I keep daydreaming. (674),Bored
I am comfortable with the presentation slides because the deadline is approaching quickly. (864),Confident
The concept of the statistics homework seems unclear to me in this problem. (137),Confused
The the data science project is monotonous and I keep zoning out! (853),Bored
I solved the the online lab exercise and I am comfortable explaining it! (553),Confident
Nothing works in the exam review notes and I feel exhausted by the errors! (1195),Frustrated
The deadline for the programming challenge is causing me a lot of stress. (810),Frustrated
The concept of the research paper review seems unclear to me in this problem. (617),Confused
This this mathematics proof is so boring that I cannot stay focused. (1070),Bored
I am lost in the project deadline because the instructions are vague! (1039),Confused
I solved the the project deadline and I am comfortable explaining it. (789),Confident
The the data science project is monotonous and I keep zoning out. (170),Bored
I understand the presentation slides well enough to teach it to someone else! (100),Confident
The explanation for the programming challenge is mixed up and I cannot follow it. (38),Confused
I feel puzzled by the group assignment and I cannot separate the steps! (940),Confused
I do not understand the online lab exercise and I feel stuck. (120),Confused
The deadline for the engineering design task is causing me a lot of stress! (664),Frustrated
This the exam preparation is so frustrating that I want to restart! (685),Frustrated
I really am fed up with the presentation slides because I can already see the pattern. (486),Frustrated
I am interested in understanding the quiz preparation in more depth. (1082),Curious
The idea behind the self study module intrigues me and I want to study it. (674),Curious
I handled the the self study module successfully and I feel assured. (200),Confident
The concept of the project deadline seems unclear to me in this problem. (18),Confused
The deadline for the group assignment is causing me a lot of stress! (754),Frustrated
I am irritated by the exam preparation and I cannot make progress. (272),Frustrated
I am lost in the presentation slides because the instructions are vague. (878),Confused
This the presentation slides is too slow paced and I keep daydreaming. (1160),Bored
I am uninterested in the statistics homework because it feels repetitive and dull. (537),Bored
The deadline for the programming challenge is causing me a lot of stress. (714),Frustrated
I handled the the machine learning model successfully and I feel assured. (69),Confident
I understand the quiz preparation well enough to teach it to someone else. (785),Confident
I am fed up with the exam review notes because the assignment is challenging but manageable. (833),Frustrated
I am unsure how to use the group assignment correctly in this assignment. (875),Confused
I really feel bored because the group assignment! (526),Bored
I am irritated by the presentation slides and I cannot make progress. (507),Frustrated
I am keen to find out how the algorithm explanation behaves under different conditions. (729),Curious
I handled the the group assignment successfully and I feel assured. (338),Confident
The the presentation slides is stressing me out and I feel stuck. (1079),Frustrated
I am sure about the programming challenge because the logic is hard to connect to the examples. (389),Confident
I am keen to find out how the programming challenge behaves under different conditions! (625),Curious
I understand the physics problem set well enough to teach it to someone else. (840),Confident
I am interested in understanding the lecture on recursion in more depth! (484),Curious
I am frustrated because the self study module keeps failing. (1080),Frustrated
I am eager to discover how the debugging session works in practice. (885),Curious
I feel confident because the exam preparation. (254),Confident
This the programming challenge is making me upset because I need more examples before I can proceed. (474),Frustrated
The approach for the programming challenge now makes sense and I feel ready! (919),Confident
I am frustrated because the group assignment keeps failing! (325),Frustrated
I handled the the self study module successfully and I feel assured. (944),Confident
I really am not interested in this mathematics proof because the error keeps appearing even after retries. (41),Bored
I really am interested in understanding the debugging session in more depth! (736),Curious
I would like to explore the statistics homework because it seems promising. (954),Curious
The the coding assignment is monotonous and I keep zoning out! (1018),Bored
I really want to explore the coding assignment further and learn more. (731),Curious
I feel confident because the online lab exercise. (872),Confident
I am unsure how to use the physics problem set correctly in this assignment. (809),Confused
I am uninterested in the presentation slides because it feels repetitive and dull! (1003),Bored
I am uninterested in the presentation slides because it feels repetitive and dull! (385),Bored
I solved the the statistics homework and I am comfortable explaining it! (994),Confident
The the engineering design task is monotonous and I keep zoning out. (498),Bored
the presentation slides feels sleepy and I cannot stay engaged! (529),Bored
I really am uninterested in the presentation slides because it feels repetitive and dull. (1031),Bored
I understand the group assignment well enough to teach it to someone else. (314),Confident
I am fascinated by the debugging session and I want to understand the reasoning. (708),Curious
This the project deadline is so frustrating that I want to restart. (975),Frustrated
I really am frustrated because the research paper review keeps failing! (316),Frustrated
the online lab exercise feels sleepy and I cannot stay engaged. (140),Bored
I do not understand the online lab exercise and I feel stuck. (509),Confused
Nothing works in this mathematics proof and I feel exhausted by the errors. (264),Frustrated
I am interested in understanding the exam preparation in more depth! (169),Curious
I am curious about the research paper review because the problem is more interesting than the lecture. (974),Curious
Nothing works in the research paper review and I feel exhausted by the errors! (232),Frustrated
I am fed up with the exam preparation because I want to understand the intuition behind it! (133),Frustrated
I really do not understand the project deadline and I feel stuck! (961),Confused
The approach for the data science project now makes sense and I feel ready. (770),Confident
I solved the the lecture on recursion and I am comfortable explaining it. (504),Confident
I do not understand this mathematics proof and I feel stuck. (932),Confused
This the research paper review is so boring that I cannot stay focused. (435),Bored
I am curious about the exam review notes because the error keeps appearing even after retries. (249),Curious
I really am fed up with the lecture on recursion because the instructions are not clear enough. (321),Frustrated
I feel bored because the statistics homework. (323),Bored
I am fascinated by the project deadline and I want to understand the reasoning. (927),Curious
I wish the coding assignment were more stimulating because the same concept is explained too many times. (344),Bored
I am unsure how to use the self study module correctly in this assignment. (675),Confused
I really would like to explore the debugging session because it seems promising! (1126),Curious
The approach for the physics problem set now makes sense and I feel ready. (195),Confident
The explanation for the exam preparation is mixed up and I really cannot follow it. (141),Confused
This the lecture on recursion is unclear and I am not sure how to proceed. (600),Confused
This the research paper review is so boring that I cannot stay focused. (402),Bored
The the physics problem set is stressing me out and I feel stuck. (618),Frustrated
I feel puzzled by the group assignment and I cannot separate the steps! (628),Confused
I am unsure how to use the project deadline correctly in this assignment! (235),Confused
I solved the the group assignment and I am comfortable explaining it! (667),Confident
This the project deadline feels fascinating and I want to investigate it! (592),Curious
I finally understood the research paper review and I feel ready to proceed. (1008),Confident
I understand the project deadline well enough to teach it to someone else. (23),Confident
I am perplexed by the project deadline because the implementation keeps breaking. (984),Confused
The approach for the quiz preparation now makes sense and I feel ready. (732),Confident
This the self study module is too slow paced and I keep daydreaming. (1008),Bored
I would like to explore the machine learning model because it seems promising. (1013),Curious
This the data science project is unclear and I am not sure how to proceed. (695),Confused
I am confused about the presentation slides because the feedback is too generic. (920),Confused
I am comfortable with the exam review notes because the error keeps appearing even after retries. (29),Confident
I am fascinated by the engineering design task and I want to understand the reasoning. (743),Curious
The approach for the presentation slides now makes sense and I feel ready! (1054),Confident
The idea behind the self study module intrigues me and I want to study it. (627),Curious
I am perplexed by the presentation slides because the instructions are not clear enough! (562),Confused
I feel annoyed by this mathematics proof and nothing seems to work! (1132),Frustrated
I have no idea how to start this mathematics proof because the assignment is challenging but manageable. (398),Confused
I really feel annoyed by the programming challenge and nothing seems to work. (416),Frustrated
This the engineering design task is unclear and I am not sure how to proceed! (430),Confused
I really am lost in the algorithm explanation because the instructions are vague. (696),Confused
I handled the the programming challenge successfully and I feel assured. (813),Confident
I really am comfortable with the presentation slides because the assignment is challenging but manageable. (941),Confident
The the statistics homework is stressing me out and I feel stuck. (624),Frustrated
the presentation slides feels sleepy and I cannot stay engaged. (23),Bored
I really find the coding assignment dull and unmotivating because the instructions are not clear enough. (401),Bored
The the quiz preparation is stressing me out and I feel stuck! (109),Frustrated
This the debugging session is so frustrating that I really want to restart. (1146),Frustrated
The the coding assignment is monotonous and I really keep zoning out. (216),Bored
I am eager to discover how the statistics homework works in practice! (229),Curious
I am frustrated because the self study module keeps failing. (1062),Frustrated
I am fascinated by this mathematics proof and I want to understand the reasoning. (555),Curious
I really am uninterested in the quiz preparation because it feels repetitive and dull! (331),Bored
I want to explore the project deadline further and learn more. (242),Curious
The concept of the exam review notes seems unclear to me in this problem! (709),Confused
I do not understand the quiz preparation and I feel stuck. (174),Confused
This the engineering design task is so boring that I cannot stay focused. (348),Bored
I am fed up with the exam preparation because the output matches my expectation. (293),Frustrated
I want to learn more about the debugging session and its real world applications! (508),Curious
I have mastered the presentation slides and I can apply it with ease! (1168),Confident
The approach for the algorithm explanation now makes sense and I feel ready. (240),Confident
The solution for the data science project is clear now and I feel prepared! (34),Confident
The lesson on the programming challenge is so repetitive that I lose focus! (628),Bored
I am keen to find out how the project deadline behaves under different conditions! (679),Curious
I am keen to find out how the research paper review behaves under different conditions! (424),Curious
I understand the exam review notes well enough to teach it to someone else! (1153),Confident
I really want to explore the group assignment further and learn more. (306),Curious
I am keen to find out how the presentation slides behaves under different conditions. (824),Curious
The idea behind the quiz preparation intrigues me and I want to study it. (1122),Curious
The deadline for the self study module is causing me a lot of stress. (674),Frustrated
I am frustrated because the physics problem set keeps failing. (119),Frustrated
I feel confident because the coding assignment. (12),Confident
I really am eager to discover how the online lab exercise works in practice! (871),Curious
I feel bored because the coding assignment! (697),Bored
I am sure about the lecture on recursion because I need more examples before I can proceed. (105),Confident
I solved the the programming challenge and I am comfortable explaining it! (937),Confident
I am comfortable with the engineering design task because I can explain the result to others. (1194),Confident
I have mastered the engineering design task and I can apply it with ease. (1175),Confident
I am irritated by the online lab exercise and I cannot make progress. (489),Frustrated
The idea behind the lecture on recursion intrigues me and I want to study it! (529),Curious
I am uninterested in the engineering design task because it feels repetitive and dull. (944),Bored
This the physics problem set is so frustrating that I want to restart. (707),Frustrated
The explanation for the self study module is mixed up and I really cannot follow it! (706),Confused
I am perplexed by the debugging session because the problem is more interesting than the lecture! (163),Confused
I do not understand the group assignment and I feel stuck. (495),Confused
I am sure about the physics problem set because the output matches my expectation. (27),Confident
I am not interested in the physics problem set because I can explain the result to others. (212),Bored
The the research paper review is stressing me out and I really feel stuck. (156),Frustrated
I am frustrated because the algorithm explanation keeps failing. (368),Frustrated
The this mathematics proof is monotonous and I keep zoning out! (469),Bored
I do not understand the quiz preparation and I feel stuck. (644),Confused
I am angry about the research paper review because I need more examples before I can proceed! (505),Frustrated
Nothing works in the online lab exercise and I feel exhausted by the errors. (995),Frustrated
I am unsure how to use the physics problem set correctly in this assignment. (1197),Confused
I feel bored because this mathematics proof! (805),Bored
I want to learn more about the exam preparation and its real world applications. (339),Curious
I solved the the lecture on recursion and I am comfortable explaining it. (360),Confident
I am angry about the presentation slides because the implementation keeps breaking. (1083),Frustrated
I am not interested in the algorithm explanation because the logic is hard to connect to the examples. (677),Bored
the quiz preparation feels sleepy and I cannot stay engaged. (665),Bored
I am fascinated by the online lab exercise and I want to understand the reasoning. (1200),Curious
This the exam preparation is making me upset because the pace is too slow for my level. (419),Frustrated
I handled the the data science project successfully and I feel assured. (152),Confident
I feel puzzled by the statistics homework and I cannot separate the steps. (242),Confused
This the online lab exercise is too slow paced and I really keep daydreaming. (686),Bored
I feel bored because the research paper review. (249),Bored
I am not interested in the statistics homework because the error keeps appearing even after retries! (199),Bored
I am frustrated because the machine learning model keeps failing. (860),Frustrated
The this mathematics proof is stressing me out and I feel stuck. (647),Frustrated
The lesson on the lecture on recursion is so repetitive that I lose focus. (224),Bored
I wish the exam review notes were more stimulating because the feedback is too generic. (95),Bored
This the physics problem set is so boring that I cannot stay focused. (272),Bored
This the group assignment is so boring that I really cannot stay focused. (246),Bored
This the physics problem set is unclear and I am not sure how to proceed! (367),Confused
I solved the the physics problem set and I am comfortable explaining it. (1064),Confident
The deadline for the research paper review is causing me a lot of stress. (782),Frustrated
I understand the debugging session well enough to teach it to someone else. (149),Confident
I feel annoyed by the exam preparation and nothing seems to work! (1099),Frustrated
I have no idea how to start the online lab exercise because the tools are behaving inconsistently. (237),Confused
I am uninterested in the statistics homework because it feels repetitive and dull. (657),Bored
I am curious about the machine learning model because the explanation uses unfamiliar words. (879),Curious
The the engineering design task is stressing me out and I feel stuck. (393),Frustrated
I am unsure how to use this mathematics proof correctly in this assignment. (1059),Confused
the lecture on recursion feels sleepy and I really cannot stay engaged! (586),Bored
I am keen to find out how the machine learning model behaves under different conditions. (24),Curious
I feel annoyed by the exam review notes and nothing seems to work! (319),Frustrated
I really handled the the statistics homework successfully and I feel assured. (11),Confident
I am fed up with the engineering design task because the reasoning finally clicked. (1007),Frustrated
the programming challenge feels sleepy and I cannot stay engaged! (733),Bored
I feel annoyed by the debugging session and nothing seems to work. (413),Frustrated
I am frustrated because the self study module keeps failing! (925),Frustrated
I am comfortable with the engineering design task because the output matches my expectation! (607),Confident
I wish the exam preparation were more stimulating because I can already see the pattern. (1145),Bored
I solved the the lecture on recursion and I am comfortable explaining it. (482),Confident
I am curious about the statistics homework because I can already see the pattern. (419),Curious
This the quiz preparation is unclear and I am not sure how to proceed. (1104),Confused
I really am uninterested in the engineering design task because it feels repetitive and dull! (361),Bored
The solution for the data science project is clear now and I really feel prepared. (261),Confident
This the debugging session is so boring that I really cannot stay focused. (1116),Bored
I am curious about the online lab exercise because the assignment is challenging but manageable. (897),Curious
I really have no idea how to start the coding assignment because the examples are too repetitive. (321),Confused
I understand this mathematics proof well enough to teach it to someone else! (940),Confident
I solved the the exam preparation and I am comfortable explaining it! (928),Confident
This the data science project is making me upset because the instructions are not clear enough. (1152),Frustrated
I am keen to find out how the programming challenge behaves under different conditions. (804),Curious
I am fascinated by the algorithm explanation and I want to understand the reasoning. (702),Curious
The concept of the project deadline seems unclear to me in this problem! (379),Confused
the algorithm explanation feels sleepy and I cannot stay engaged! (685),Bored
I am interested in understanding the group assignment in more depth! (925),Curious
I am angry about the programming challenge because the logic is hard to connect to the examples. (1005),Frustrated
The approach for the statistics homework now makes sense and I feel ready. (779),Confident
I am not interested in the physics problem set because the deadline is approaching quickly. (608),Bored
I want to explore the debugging session further and learn more. (854),Curious
I feel annoyed by the engineering design task and nothing seems to work! (172),Frustrated
I am curious about the quiz preparation because the error keeps appearing even after retries! (565),Curious
The lesson on the data science project is so repetitive that I really lose focus. (416),Bored
I really handled the the exam preparation successfully and I feel assured. (771),Confident
I really find the statistics homework dull and unmotivating because the problem is more interesting than the lecture! (1036),Bored
The solution for the quiz preparation is clear now and I feel prepared. (699),Confident
This the lecture on recursion feels fascinating and I really want to investigate it. (816),Curious
I feel confident because the exam preparation. (273),Confident
I want to learn more about the data science project and its real world applications. (644),Curious
This the lecture on recursion is too slow paced and I keep daydreaming! (433),Bored
The lesson on the programming challenge is so repetitive that I lose focus! (1108),Bored
I want to explore the exam preparation further and learn more. (1157),Curious
The deadline for the online lab exercise is causing me a lot of stress. (522),Frustrated
I do not understand the engineering design task and I feel stuck. (833),Confused
I want to learn more about the research paper review and its real world applications. (327),Curious
I am curious about the exam preparation because the error keeps appearing even after retries. (989),Curious
I am not interested in the quiz preparation because I need more examples before I can proceed! (928),Bored
I really want to learn more about this mathematics proof and its real world applications. (771),Curious
This the exam preparation is so frustrating that I want to restart! (937),Frustrated
I handled the the lecture on recursion successfully and I feel assured. (683),Confident
The lesson on the programming challenge is so repetitive that I really lose focus. (441),Bored
The the project deadline is monotonous and I keep zoning out! (1039),Bored
I feel annoyed by the coding assignment and nothing seems to work. (890),Frustrated
The lesson on the statistics homework is so repetitive that I lose focus. (945),Bored
I am fascinated by the online lab exercise and I want to understand the reasoning. (1163),Curious
I really wish the online lab exercise were more stimulating because I can already see the pattern. (746),Bored
The idea behind the programming challenge intrigues me and I want to study it. (209),Curious
I am curious about the group assignment because the tools are behaving inconsistently! (787),Curious
The explanation for the online lab exercise is mixed up and I cannot follow it. (677),Confused
I am lost in the lecture on recursion because the instructions are vague! (22),Confused
This the online lab exercise is unclear and I am not sure how to proceed! (925),Confused
I have mastered the machine learning model and I can apply it with ease. (408),Confident
This the quiz preparation is too slow paced and I keep daydreaming. (165),Bored
I solved the the engineering design task and I am comfortable explaining it. (555),Confident
This the programming challenge is making me upset because the output matches my expectation. (167),Frustrated
The approach for the self study module now makes sense and I feel ready. (932),Confident
I feel puzzled by the exam preparation and I cannot separate the steps! (187),Confused
The approach for the exam preparation now makes sense and I feel ready. (1088),Confident
I would like to explore the coding assignment because it seems promising. (47),Curious
I am irritated by the research paper review and I cannot make progress! (205),Frustrated
I really handled the the coding assignment successfully and I feel assured! (211),Confident
I really am unsure how to use the self study module correctly in this assignment! (1081),Confused
I am fascinated by the engineering design task and I want to understand the reasoning! (79),Curious
I solved the the exam review notes and I am comfortable explaining it. (567),Confident
I am interested in understanding the online lab exercise in more depth! (1048),Curious
The deadline for the presentation slides is causing me a lot of stress. (611),Frustrated
I really am interested in understanding the data science project in more depth! (766),Curious
I am irritated by this mathematics proof and I cannot make progress. (69),Frustrated
I handled the the debugging session successfully and I feel assured. (90),Confident
I want to learn more about the programming challenge and its real world applications! (112),Curious
I am lost in the exam preparation because the instructions are vague! (304),Confused
The idea behind the algorithm explanation intrigues me and I want to study it! (1198),Curious
I feel annoyed by the machine learning model and nothing seems to work. (48),Frustrated
I am eager to discover how the self study module works in practice. (749),Curious
Nothing works in the presentation slides and I feel exhausted by the errors! (748),Frustrated
I am fascinated by the debugging session and I want to understand the reasoning. (947),Curious
I am frustrated because the statistics homework keeps failing! (1057),Frustrated
I would like to explore the quiz preparation because it seems promising. (662),Curious
The the algorithm explanation is stressing me out and I feel stuck. (1047),Frustrated
I really am comfortable with the machine learning model because the pace is too slow for my level. (981),Confident
I am comfortable with the research paper review because the instructions are not clear enough. (162),Confident
This the machine learning model is so frustrating that I want to restart. (932),Frustrated
I am angry about the machine learning model because the error keeps appearing even after retries! (1129),Frustrated
I really am unsure how to use the data science project correctly in this assignment. (1161),Confused
The lesson on the physics problem set is so repetitive that I lose focus! (889),Bored
I really do not understand the physics problem set and I feel stuck. (1001),Confused
I understand the machine learning model well enough to teach it to someone else. (60),Confident
I find the programming challenge dull and unmotivating because the instructions are not clear enough. (600),Bored
I handled the the group assignment successfully and I feel assured! (535),Confident
I really am comfortable with the lecture on recursion because the assignment is challenging but manageable! (91),Confident
I find the engineering design task dull and unmotivating because the same concept is explained too many times. (695),Bored
I find the data science project dull and unmotivating because the reasoning finally clicked. (890),Bored
I am lost in the engineering design task because the instructions are vague. (1044),Confused
I am angry about the exam preparation because the error keeps appearing even after retries. (807),Frustrated
I handled the the project deadline successfully and I feel assured! (235),Confident
I want to explore the self study module further and learn more. (767),Curious
I find the data science project dull and unmotivating because the output matches my expectation. (288),Bored
The concept of the statistics homework seems unclear to me in this problem. (669),Confused
I understand the quiz preparation well enough to teach it to someone else. (204),Confident
This the group assignment is so boring that I cannot stay focused. (63),Bored
I do not understand the presentation slides and I feel stuck. (698),Confused
I really would like to explore the research paper review because it seems promising. (281),Curious
The solution for the research paper review is clear now and I feel prepared. (104),Confident
I wish the quiz preparation were more stimulating because the assignment is challenging but manageable. (519),Bored
The deadline for the data science project is causing me a lot of stress. (836),Frustrated
I really am comfortable with this mathematics proof because the output matches my expectation! (61),Confident
I feel puzzled by the research paper review and I cannot separate the steps! (1138),Confused
The deadline for the quiz preparation is causing me a lot of stress! (826),Frustrated
I am lost in the coding assignment because the instructions are vague! (55),Confused
Nothing works in the online lab exercise and I feel exhausted by the errors. (338),Frustrated
The explanation for the programming challenge is mixed up and I cannot follow it! (604),Confused
I solved the the self study module and I am comfortable explaining it. (473),Confident
This the algorithm explanation is so boring that I really cannot stay focused. (966),Bored
I am uninterested in the exam preparation because it feels repetitive and dull. (258),Bored
I wish the statistics homework were more stimulating because the pace is too slow for my level! (1102),Bored
This the algorithm explanation is making me upset because the pace is too slow for my level! (268),Frustrated
I solved the this mathematics proof and I am comfortable explaining it! (649),Confident
I want to explore the research paper review further and learn more. (83),Curious
I really am frustrated because the machine learning model keeps failing. (621),Frustrated
This the algorithm explanation is so boring that I cannot stay focused! (502),Bored
I really am interested in understanding the project deadline in more depth. (176),Curious
I feel puzzled by the exam preparation and I cannot separate the steps. (17),Confused
The the statistics homework is monotonous and I keep zoning out! (1087),Bored
The solution for the group assignment is clear now and I feel prepared. (420),Confident
This the project deadline is making me upset because the same concept is explained too many times. (1158),Frustrated
I handled the the group assignment successfully and I feel assured. (405),Confident
I have mastered the quiz preparation and I can apply it with ease. (270),Confident
The the programming challenge is monotonous and I really keep zoning out. (371),Bored
The solution for the online lab exercise is clear now and I feel prepared. (719),Confident
I really am comfortable with the online lab exercise because the same concept is explained too many times. (86),Confident
I solved the the engineering design task and I am comfortable explaining it. (210),Confident
I have mastered the machine learning model and I can apply it with ease. (378),Confident
I finally understood the lecture on recursion and I feel ready to proceed. (1055),Confident
Nothing works in the research paper review and I feel exhausted by the errors! (667),Frustrated
I am not interested in the physics problem set because the feedback is too generic! (175),Bored
I am fascinated by the machine learning model and I want to understand the reasoning! (1084),Curious
Nothing works in the lecture on recursion and I feel exhausted by the errors. (339),Frustrated
This the group assignment is too slow paced and I keep daydreaming! (799),Bored
The lesson on the machine learning model is so repetitive that I really lose focus. (221),Bored
I really am comfortable with the data science project because the instructions are not clear enough. (146),Confident
The deadline for the group assignment is causing me a lot of stress. (902),Frustrated
The idea behind the machine learning model intrigues me and I want to study it! (958),Curious
I really am interested in understanding the data science project in more depth! (106),Curious
I have no idea how to start the exam preparation because the logic is hard to connect to the examples. (524),Confused
I feel puzzled by the programming challenge and I cannot separate the steps. (459),Confused
I feel annoyed by the group assignment and nothing seems to work. (905),Frustrated
I do not understand the group assignment and I feel stuck! (1099),Confused
I really find the exam preparation dull and unmotivating because the examples are too repetitive! (1),Bored
The approach for the exam preparation now makes sense and I feel ready! (1075),Confident
I really am curious about the group assignment because the output matches my expectation. (1116),Curious
I handled the the exam review notes successfully and I feel assured! (679),Confident
I am eager to discover how this mathematics proof works in practice. (1175),Curious
I want to explore the exam review notes further and learn more. (527),Curious
The the project deadline is monotonous and I keep zoning out! (727),Bored
The the quiz preparation is monotonous and I keep zoning out! (820),Bored
I have no idea how to start the project deadline because the examples are too repetitive! (310),Confused
I am lost in the self study module because the instructions are vague. (974),Confused
I understand the quiz preparation well enough to teach it to someone else. (573),Confident
I really am curious about the machine learning model because the feedback is too generic. (411),Curious
This the research paper review is so boring that I cannot stay focused. (53),Bored
This the physics problem set is so frustrating that I really want to restart! (901),Frustrated
I am irritated by the data science project and I cannot make progress. (585),Frustrated
The solution for the programming challenge is clear now and I feel prepared! (169),Confident
This the statistics homework feels fascinating and I want to investigate it. (833),Curious
The solution for the physics problem set is clear now and I feel prepared. (1070),Confident
I am fed up with the lecture on recursion because I want to understand the intuition behind it. (845),Frustrated
I want to explore the project deadline further and learn more. (300),Curious
This the presentation slides is so boring that I cannot stay focused. (362),Bored
This the algorithm explanation is so frustrating that I want to restart. (1200),Frustrated
This the research paper review is making me upset because the task feels too predictable. (354),Frustrated
The idea behind the group assignment intrigues me and I want to study it! (799),Curious
I am irritated by the debugging session and I cannot make progress. (102),Frustrated
I really handled the the online lab exercise successfully and I feel assured. (851),Confident
the online lab exercise feels sleepy and I cannot stay engaged. (767),Bored
This the statistics homework is so boring that I cannot stay focused. (974),Bored
I am irritated by the algorithm explanation and I cannot make progress. (212),Frustrated
I have mastered the research paper review and I can apply it with ease. (740),Confident
This the programming challenge is unclear and I am not sure how to proceed. (392),Confused
I really find the group assignment dull and unmotivating because the deadline is approaching quickly! (766),Bored
I am sure about the research paper review because the task feels too predictable. (513),Confident
The idea behind the project deadline intrigues me and I really want to study it. (86),Curious
The deadline for the debugging session is causing me a lot of stress. (23),Frustrated
This the exam preparation is making me upset because the reasoning finally clicked. (468),Frustrated
I feel confident because the coding assignment. (1098),Confident
I really am uninterested in the physics problem set because it feels repetitive and dull. (986),Bored
The explanation for the online lab exercise is mixed up and I cannot follow it! (952),Confused
The deadline for the exam review notes is causing me a lot of stress! (13),Frustrated
I really feel bored because the group assignment. (96),Bored
I really finally understood the algorithm explanation and I feel ready to proceed! (901),Confident
The lesson on the engineering design task is so repetitive that I lose focus. (300),Bored
the project deadline feels sleepy and I cannot stay engaged. (794),Bored
The explanation for the lecture on recursion is mixed up and I cannot follow it. (639),Confused
I solved the the programming challenge and I am comfortable explaining it. (590),Confident
I feel confident because the self study module. (558),Confident
I understand the machine learning model well enough to teach it to someone else. (609),Confident
I wish the machine learning model were more stimulating because the implementation keeps breaking. (1112),Bored
I really am angry about the engineering design task because the task feels too predictable. (1086),Frustrated
I want to learn more about the coding assignment and its real world applications. (15),Curious
I am curious about the engineering design task because the task feels too predictable. (894),Curious
I am fed up with the programming challenge because I need more examples before I can proceed. (779),Frustrated
I really wish the engineering design task were more stimulating because the tools are behaving inconsistently! (841),Bored
The lesson on the data science project is so repetitive that I lose focus! (595),Bored
